show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,imdb_score,year,genre,duration_type,,,,,,,,,
s2475,Movie,One Day We'll Talk About Today,Angga Dwimas Sasongko,"Rachel Amanda, Rio Dewanto, Shelia Dara, Donny Damara, Susan Bachtiar, Oka Antara, Niken Anjani, Ardhito Pramono",Indonesia,5/23/2020,2020,TV-G,128,"Dramas, International Movies","Harboring a deep secret, a seemingly happy family confronts the trauma of years past as a clash between generations threatens to separate them.",7.4,2020,Dramas,Medium Length,,,,,,,,,
s2476,Movie,Si Doel the Movie 3,Rano Karno,"Rano Karno, Cornelia Agatha, Maudy Koesnaedi, Suty Karno, Mandra Naih, Aminah Tjendrakasih, Rey Bong, Akhmad Zulhoir Mardia",Indonesia,5/23/2020,2020,TV-G,93,"Dramas, International Movies, Music & Musicals","Torn between reuniting with one family and leaving another behind, Doel must choose between the two women he loves.",6.7,2020,Dramas,Medium Length,,,,,,,,,
s2478,Movie,Living in Bondage: Breaking Free,Ramsey Nouah,"Swanky JKA, Kenneth Okonkwo, Ramsey Nouah, Enyinna Nwigwe, Nancy Isime, Shawn Faqua, Munachi Abii, Zulu Adigwe",Nigeria,5/22/2020,2019,TV-MA,149,"Horror Movies, International Movies, Thrillers","Mentored by an enigmatic tycoon, an ambitious young man faces a crisis when his rise in power draws him deep into the occult.",5.3,2020,Horror Movies,Medium Length,,,,,,,,,
s2480,Movie,The Lovebirds,Michael Showalter,"Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp, Kyle Bornheimer, Nicholas X. Parsons, Andrene Ward-Hammond, Catherine Cohen, Barry Rothbart",United States,5/22/2020,2020,R,87,"Action & Adventure, Comedies, Romantic Movies","When a couple in the fast lane to splitsville accidentally careens into a murder, they take off on a wild race to find the killer and clear their names.",6,2020,Action & Adventure,Short Length,,,,,,,,,
s2482,Movie,#FriendButMarried,Rako Prijanto,"Adipati Dolken, Vanesha Prescilla, Rendi Jhon, Beby Tsabina, Denira Wiraguna, Refal Hady, Diandra Agatha, Sari Nila",Indonesia,5/21/2020,2018,TV-G,102,"Dramas, International Movies, Romantic Movies","Pining for his high school crush for years, a young man puts up his best efforts to move out of the friend zone until she reveals she's getting married.",6.9,2020,Dramas,Medium Length,,,,,,,,,
s2483,Movie,Bye Bye London,Almunsif Alsuwaisi,"Abdulhussain Abdulredah, Ghanem Al-Saleh, Mariam Al-Ghadban, Dawood Hussain, Entesar Alsharah, Mohamed Gaber",Kuwait,5/21/2020,1981,TV-14,177,"Comedies, Dramas, International Movies","In this satirical play, a wealthy Kuwaiti businessman travels to London for pleasure and encounters a host of eccentric characters.",8.7,2020,Comedies,Long Length,,,,,,,,,
s2486,Movie,Mujeres arriba,Andrés Feddersen,"Loretto Bernal, Natalia Valdebenito, Alison Mandel, Matías Assler, Cristián Riquelme, Diego Casanueva, Samuel González, Consuelo Holzapfel, Esteban Rojas, Amanda Müller",Chile,5/21/2020,2019,TV-14,98,"Comedies, International Movies, Romantic Movies","A trio of best friends — a carefree bachelorette, a passionate mom and a perfectionist girlfriend — try to spice up their sex lives with their partners.",3.8,2020,Comedies,Medium Length,,,,,,,,,
s2494,Movie,Anchor Baby,Lonzo Nzekwe,"Omoni Oboli, Sam Sarpong, Terri Oliver, Colin Paradine, Mark Cassius",Canada,5/20/2020,2010,TV-MA,97,"Dramas, International Movies",A Nigerian couple living in the U.S. face agonizing fallout when they defy deportation orders with the hopes of giving their unborn child citizenship.,6.3,2020,Dramas,Medium Length,,,,,,,,,
s2497,Movie,Honeytrap,Rebecca Johnson,"Jessica Sula, Lucien Laviscount, Ntonga Mwanza, Naomi Ryan, Danielle Vitalis, Lauren Johns, Tosin Cole, Savannah Gordon-Liburd, Modupe Adeyeye",United Kingdom,5/20/2020,2014,TV-MA,94,"Dramas, Independent Movies","New to London, a naive and desperate teenager tries to fit in but instead becomes tragically implicated in a merciless world of gang violence.",5.9,2020,Dramas,Medium Length,,,,,,,,,
s2498,Movie,I Will Follow,Ava DuVernay,"Salli Richardson-Whitfield, Michole Briana White, Omari Hardwick, Tracie Thoms, Dijon Talton, Damone Roberts, Blair Underwood, Beverly Todd",United States,5/20/2020,2010,TV-14,80,"Dramas, Independent Movies, Romantic Movies","Devastated after her aunt dies, Maye moves out of the home they shared and copes with her grief, yet finds comfort in the kindness of other mourners.",5.9,2020,Dramas,Short Length,,,,,,,,,
s2499,Movie,Mutiny of the Worker Bees,Carlos Morett,"Gustavo Egelhaaf, Alejandro Suárez, Bárbara de Regil, Mauricio Argüelles, César Rodríguez, Fernando Becerril, Anna Carreiro, Carlos Macías, José Sefami, Raquel Garza",Mexico,5/20/2020,2020,TV-MA,94,"Comedies, International Movies","When Omar's grandfather forces him to get a job at a tech company in Mexico City, he meets a quirky ensemble of nine-to-fivers ... and some nemeses.",4,2020,Comedies,Medium Length,,,,,,,,,
s2504,Movie,Game Over,Ahmed Al-Badry,"Yousra, Mai Ezz El-Din, Ezzat Abou Aouf, Mohamed Nour",Egypt,5/19/2020,2012,TV-14,96,"Comedies, International Movies, Romantic Movies",A woman ends up working at the same nightclub as her son’s girlfriend — who she doesn’t like — and tries to break up their relationship.,7,2020,Comedies,Medium Length,,,,,,,,,
s2521,Movie,Heaven Without People,Lucien Bourjeily,"Farah Shaer, Jean Paul Hage, Samira Sarkis, Jenny Gebara, Laeticia Semaan, Nadim Abou Samra, Hussein Hijazi, Ghassan Chemali",Lebanon,5/15/2020,2017,TV-MA,91,"Dramas, International Movies","From long resentments to deep secrets, an overdue family reunion erupts with drama when the matriarch makes a disturbing discovery.",7.6,2020,Dramas,Medium Length,,,,,,,,,
s2532,Movie,Dilan 1990,"Fajar Bustomi, Pidi Baiq","Vanesha Prescilla, Iqbaal Ramadhan, Debo Andryos, Giulio Parengkuan, Omara Esteghlal, Yoriko Angeline, Zulfa Maharani, Brandon Salim",Indonesia,5/14/2020,2018,TV-14,109,"Dramas, International Movies, Romantic Movies","At a Bandung high school, charming and rebellious Dilan vies for the affections of shy new student Milea.",7,2020,Dramas,Medium Length,,,,,,,,,
s2533,Movie,Dilan 1991,"Fajar Bustomi, Pidi Baiq","Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek Depp, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",Indonesia,5/14/2020,2019,TV-14,118,"Dramas, International Movies, Romantic Movies","Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.",6.8,2020,Dramas,Medium Length,,,,,,,,,
s2534,Movie,Fan of Amoory,Salmeen AlMurry Amer,"AlMulla AbdulRahman, Mansour Al Felei, Abdullah Bin Heider, Alhamadi Hamad, Alzaabi Matar, AlBloushi Mayed, Althogali Saif, Alaa Shakir",United Arab Emirates,5/14/2020,2018,TV-G,109,"Children & Family Movies, Dramas, International Movies","Inspired by his idol Omar Abdulrahman, a young boy navigates obstacles as he chases his dream of becoming a professional soccer player.",5.9,2020,Children & Family Movies,Medium Length,,,,,,,,,
s2535,Movie,Malang,Mohit Suri,"Anil Kapoor, Aditya Roy Kapur, Disha Patani, Kunal Khemu, Makrand Deshpande, Vatsal Seth, Amruta Khanvilkar, Shaad Randhawa",India,5/14/2020,2020,TV-MA,131,"Action & Adventure, International Movies, Romantic Movies","Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels.",6.6,2020,Action & Adventure,Medium Length,,,,,,,,,
s2538,Movie,The Delivery Boy,Adekunle Nodash Adejuyigbe,"Jamal Ibrahim, Jemima Osunde, Charles Etubiebi, Jude Chukwuka, Chris Iheuwa, Kehinde Fasuyi",Nigeria,5/14/2020,2018,TV-14,67,"International Movies, Thrillers",A teen criminal and a young sex worker forge an unlikely alliance during a night that forces them to confront painful pasts and crises of conscience.,6.2,2020,International Movies,Short Length,,,,,,,,,
s2539,Movie,Wedy Atkalam,Sadeq Behbehani,"Abdulmohsen Al-Qaffas, Jamal Alradhan, Jassim Al Nabhan, Layla Abdullah, Khaled Al-Buraiki",Kuwait,5/14/2020,2018,TV-PG,72,"Comedies, Dramas, International Movies","A socially conscious film director struggles with his career as he faces numerous obstacles, including his social media-friendly significant other.",5.8,2020,Comedies,Short Length,,,,,,,,,
s2541,Movie,The Wrong Missy,Tyler Spindel,"David Spade, Lauren Lapkus, Nick Swardson, Geoff Pierson, Jackie Sandler, Sarah Chalke, Rob Schneider, Chris Witaske, Joe Anoa'i, Molly Sims",United States,5/13/2020,2020,TV-MA,90,"Comedies, Romantic Movies","Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",5.7,2020,Comedies,Short Length,,,,,,,,,
s2542,Movie,Ali & Alia,Hussein El Ansary,"Khalifa Albhri, Neven Madi, Talal Mahmood, Sawsan Saad, Fatma Hassan",United Arab Emirates,5/12/2020,2019,TV-14,106,"Dramas, International Movies, Romantic Movies",Drugs and addiction endanger the love — and lives — of two childhood sweethearts struggling to survive the perils of a precarious world.,5,2020,Dramas,Medium Length,,,,,,,,,
s2544,Movie,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Claire Scanlon,"Ellie Kemper, Jane Krakowski, Tituss Burgess, Carol Kane, Jon Hamm, Daniel Radcliffe, Lauren Adams, Sara Chase, Sol Miranda, Amy Sedaris, Mike Carlsen, Dylan Gelula, Chris Parnell, Heidi Gardner, Jack McBrayer, Zak Orth, Fred Armisen, Johnny Knoxville",United States,5/12/2020,2020,TV-14,190,Comedies,"It's an interactive Kimmy special! Kimmy's getting married, but first she has to foil the Reverend's evil plot. It's your move: What should she do next?",7,2020,Comedies,Long Length,,,,,,,,,
s2548,Movie,Have a Good Trip: Adventures in Psychedelics,Donick Cary,"Nick Offerman, Adam Scott",United States,5/11/2020,2020,TV-MA,86,Documentaries,"Explore hallucinogenic highs and lows as celebrities share funny, mind-blowing tales via animations, reenactments and more in this documentary.",6.8,2020,Documentaries,Short Length,,,,,,,,,
s2551,Movie,18 Presents,Francesco Amato,"Vittoria Puccini, Benedetta Porcaroli, Edoardo Leo, Sara Lazzaro, Marco Messeri, Betty Pedrazzi, Alessandro Giallocosta, Filippo Gili, Giacomo Rosselli",Italy,5/8/2020,2020,TV-MA,114,"Dramas, Independent Movies, International Movies",A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.,6.9,2020,Dramas,Medium Length,,,,,,,,,
s2556,Movie,Aerials,S.A. Zaidi,"Saga Alyasery, Ana Druzhynina, Mansour Al Felei, Mohammad Abu Diak, Pascale Matar, Luke Coutts, Abeer Mohammed",United Arab Emirates,5/7/2020,2016,TV-14,90,"International Movies, Sci-Fi & Fantasy",Dubai residents struggle to figure out why a fleet of alien spaceships are hovering over their city when all contact with the outside world is cut off.,1.5,2020,International Movies,Short Length,,,,,,,,,
s2557,Movie,In Paradox,Hamad AlSarraf,"Faisal Al Omairi, Jafra Younes, Samr Ismaiel, Ghanim Alzerlli, Jaber Jokhadar, Nawar Youssef, Jassim Al Nabhan, Fayez Kazak, Nancy Khoury, Jamal Hamdan",Kuwait,5/7/2020,2019,TV-14,94,"International Movies, Sci-Fi & Fantasy, Thrillers","On the run from assailants, a man desperately seeks to take control of his strange memories before they consume his life — and sanity.",5,2020,International Movies,Medium Length,,,,,,,,,
s2559,Movie,Si Doel the Movie,Rano Karno,"Rano Karno, Mandra Naih, Cornelia Agatha, Maudy Koesnaedi, Aminah Tjendrakasih, Suty Karno, Salman Alfarizi, Adam Jagwani",Indonesia,5/7/2020,2018,TV-PG,86,"Dramas, International Movies","Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.",6.9,2020,Dramas,Short Length,,,,,,,,,
s2560,Movie,Becoming,Nadia Hallgren,Michelle Obama,United States,5/6/2020,2020,PG,89,Documentaries,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others as she tours with ""Becoming.""",6.8,2020,Documentaries,Short Length,,,,,,,,,
s2567,Movie,Bennett's War,Alex Ranarivelo,"Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King",United States,5/2/2020,2019,PG-13,94,"Dramas, Sports Movies",A medically discharged soldier attempts an improbable return to motorcycle racing to win enough prize money to save his father's farm.,6,2020,Dramas,Medium Length,,,,,,,,,
s2571,Movie,Lady Driver,Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley",United States,5/2/2020,2019,PG,104,"Dramas, Sports Movies","When a rebellious teen searches for her unknown roots, it leads her to the sport of dirt track racing and a discovery she didn't expect.",5.8,2020,Dramas,Medium Length,,,,,,,,,
s2572,Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,Mike Birbiglia,United States,5/2/2020,2013,TV-14,76,Stand-Up Comedy,"On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love.",8,2020,Stand-Up Comedy,Short Length,,,,,,,,,
s2573,Movie,Roped,Shaun Paul Piccinino,"Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville",United States,5/2/2020,2020,PG,90,"Children & Family Movies, Dramas, Romantic Movies",A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,5.4,2020,Children & Family Movies,Short Length,,,,,,,,,
s2574,Movie,The Stand at Paxton County,Brett Hedlund,"Jacqueline Toboni, Michael O'Neill, Tyler Jacob Moore, Christopher McDonald, Sean O'Bryan, Blake Sheldon, Zoe Kanters, Greg Perrow, Tanner Thomason",United States,5/2/2020,2020,R,103,"Dramas, Independent Movies, Thrillers",A military veteran comes home to find her father harassed by a sheriff intent on confiscating the livestock on their ranch under shady pretenses.,6.4,2020,Dramas,Medium Length,,,,,,,,,
s2577,Movie,All Day and a Night,Joe Robert Cole,"Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye",United States,5/1/2020,2020,R,122,"Dramas, Independent Movies","While serving life in prison, a young man looks back at the people, the circumstances and the system that set him on the path toward his crime.",5.9,2020,Dramas,Medium Length,,,,,,,,,
s2585,Movie,Material,Craig Freimond,"Vincent Ebrahim, Riaad Moosa, Joey Rasdien, Denise Newman, Krijay Govender, Nik Rabinowitz, Zakeeya Patel, Carishma Basday, Royston Stoffels, Mel Miller",South Africa,5/1/2020,2012,TV-14,94,"Comedies, Dramas, International Movies","A dutiful son must hide his pursuit of stand-up comedy from his staunch father, who expects him to inherit his store and uphold their Muslim beliefs.",7.3,2020,Comedies,Medium Length,,,,,,,,,
s2588,Movie,Mrs. Serial Killer,Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan",India,5/1/2020,2020,TV-MA,107,"International Movies, Thrillers","When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence.",5.3,2020,International Movies,Medium Length,,,,,,,,,
s2590,Movie,Psycho,Mysskin,"Udhayanidhi Stalin, Aditi Rao Hydari, Nithya Menon, Ram, Rajkumar Pitchumani",India,5/1/2020,2020,TV-MA,143,"Horror Movies, International Movies, Thrillers","As a visually impaired man attempts to rescue his love interest from a serial killer, the dark story behind the murderer’s disturbing psyche emerges.",6.2,2020,Horror Movies,Medium Length,,,,,,,,,
s2598,Movie,Dangerous Lies,Michael M. Scott,"Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander, Elliott Gould",United States,4/30/2020,2020,TV-14,97,Thrillers,"A broke caregiver unexpectedly inherits her patient's estate, but dark secrets swirl around her newfound wealth, tangling her in deceit and danger.",5.3,2020,Thrillers,Medium Length,,,,,,,,,
s2602,Movie,Rich in Love,Bruno Garotti,"Danilo Mesquita, Giovanna Lancellotti, Jaffar Bambirra, Lellê, Ernani Moraes, Gillray Coutinho, Jeniffer Dias, Bruna Griphao, Fernanda Paes Leme",Brazil,4/30/2020,2020,TV-14,105,"Comedies, International Movies, Romantic Movies","Rich kid Teto is determined to prove himself to Paula, his love interest. But when he tells her he grew up poor, the lie spins out of control.",6,2020,Comedies,Medium Length,,,,,,,,,
s2605,Movie,A Secret Love,Chris Bolan,,United States,4/29/2020,2020,TV-14,83,"Documentaries, LGBTQ Movies","Amid shifting times, two women kept their decades-long love a secret. But coming out later in life comes with its own set of challenges.",7.8,2020,Documentaries,Short Length,,,,,,,,,
s2643,Movie,Kolaiyuthir Kaalam,Chakri Toleti,"Nayanthara, Bhoomika Chawla, Prem Kathir, Rohini Hattangadi, Pratap Pothen, Julian Freund",India,4/24/2020,2019,TV-14,107,"International Movies, Thrillers",The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.,2.6,2020,International Movies,Medium Length,,,,,,,,,
s2645,Movie,"Yours Sincerely, Kanan Gill",Neville Shah,Kanan Gill,India,4/24/2020,2020,TV-MA,72,Stand-Up Comedy,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",7.2,2020,Stand-Up Comedy,Short Length,,,,,,,,,
s2647,Movie,My Stupid Boss,Upi Avianto,"Bunga Citra Lestari, Reza Rahadian, Alex Abbad, Bront Palarae, Chew Kin Wah, Atikah Suhaime, Iskandar Zulkarnain, Melissa Karim, Richard Oh, Ting Tan",Indonesia,4/23/2020,2016,TV-G,107,"Comedies, International Movies","After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss.",7.2,2020,Comedies,Medium Length,,,,,,,,,
s2648,Movie,My Stupid Boss 2,Upi Avianto,"Reza Rahadian, Bunga Citra Lestari, Chew Kin Wah, Atikah Suhaime, Iedil Putra, Iskandar Zulkarnain, Alex Abbad, Melissa Karim",Indonesia,4/23/2020,2019,TV-14,95,"Comedies, International Movies","Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead.",6.6,2020,Comedies,Medium Length,,,,,,,,,
s2650,Movie,This Earth of Mankind,Hanung Bramantyo,"Iqbaal Ramadhan, Mawar de Jongh, Sha Ine Febriyanti, Giorgino Abraham, Bryan Domani, Jerome Kurnia, Donny Damara, Ayu Laksmi",Indonesia,4/23/2020,2019,TV-14,180,"Dramas, International Movies",A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.,6.9,2020,Dramas,Long Length,,,,,,,,,
s2651,Movie,Time to Hunt,Yoon Sung-hyun,"Lee Je-hoon, Ahn Jae-hong, Choi Woo-shik, Park Jeong-min, Park Hae-soo",South Korea,4/23/2020,2020,TV-MA,135,"International Movies, Thrillers","Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer.",6.3,2020,International Movies,Medium Length,,,,,,,,,
s2653,Movie,Circus of Books,Rachel Mason,,United States,4/22/2020,2020,TV-MA,87,"Documentaries, LGBTQ Movies","For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",7.1,2020,Documentaries,Short Length,,,,,,,,,
s2654,Movie,The Plagues of Breslau,Patryk Vega,"Małgorzata Kożuchowska, Daria Widawska, Katarzyna Bujakiewicz, Maria Dejmek, Andrzej Grabowski, Ewa Kasprzyk, Jacek Beler, Wojciech Kalinowski, Igor Kujawski, Iwona Bielska, Tomasz Oświeciński",Poland,4/22/2020,2018,TV-MA,94,"International Movies, Thrillers","After a body is found sewn inside a cow hide, a Wrocław detective discovers a killer is recreating an 18th-century ""plague"" of criminal punishments.",5.9,2020,International Movies,Medium Length,,,,,,,,,
s2657,Movie,The Willoughbys,Kris Pearn,"Will Forte, Maya Rudolph, Ricky Gervais, Alessia Cara, Terry Crews, Jane Krakowski, Martin Short, Seán Cullen",Canada,4/22/2020,2020,PG,92,"Children & Family Movies, Comedies",Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.,6.3,2020,Children & Family Movies,Medium Length,,,,,,,,,
s2664,Movie,Varane Avashyamund,Anoop Sathyan,"Shobana, Suresh Gopi, Dulquer Salmaan, Kalyani Priyadarshan, K.P.A.C. Lalitha, Sarvajith Santosh Sivan, Urvashi, Johny Antony, Lalu Alex, Lal Jose",India,4/20/2020,2020,TV-14,144,"Comedies, Dramas, International Movies","At an apartment complex, the lives of a mother, a daughter seeking an arranged marriage, a military retiree and a young man become intertwined.",6.9,2020,Comedies,Medium Length,,,,,,,,,
s2672,Movie,Rising High,Cüneyt Kaya,"David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla",Germany,4/17/2020,2020,TV-MA,95,"Dramas, International Movies","Ready to do anything to get rich, a young man upends the Berlin property market with his shady pal, till the good times threaten to destroy it all.",5.9,2020,Dramas,Medium Length,,,,,,,,,
s2673,Movie,Sergio,Greg Barker,"Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",United States,4/17/2020,2020,R,119,"Dramas, Independent Movies","Passions, ideals and bitter realities collide as charismatic UN diplomat Sergio Vieira de Mello becomes trapped in a life-threatening situation in Iraq.",7.4,2020,Dramas,Medium Length,,,,,,,,,
s2674,Movie,The Legacy of the Bones,Fernando González Molina,"Marta Etura, Carlos Librado ""Nene"", Leonardo Sbaraglia, Francesc Orella, Imanol Arias, Benn Northover, Itziar Aizpuru, Patricia López Arnaiz, Alicia Sánchez, Eduardo Rosa",Spain,4/17/2020,2019,TV-MA,121,"International Movies, Thrillers","A year after solving a series of murders, detective Amaia is faced with a related mystery in the Baztán Valley that ends up hitting very close to home.",6.3,2020,International Movies,Medium Length,,,,,,,,,
s2678,Movie,"Hail, Caesar!","Ethan Coen, Joel Coen","Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill",United States,4/16/2020,2016,PG-13,106,Comedies,"When a major star is kidnapped from a movie set, a hard-charging but overwhelmed studio boss sets out to find the actor and save the film.",6.3,2020,Comedies,Medium Length,,,,,,,,,
s2679,Movie,Jem and the Holograms,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",United States,4/16/2020,2015,PG,119,"Children & Family Movies, Dramas, Music & Musicals","After becoming an overnight star via the internet, teenage rocker Jem and her sisters journey to LA, where fame, fun and a family mystery await.",4.1,2020,Children & Family Movies,Medium Length,,,,,,,,,
s2681,Movie,Puerto Ricans in Paris,Ian Edelman,"Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel",United States,4/16/2020,2015,R,82,Comedies,New York police detectives Luis and Eddie experience culture shock and adventure when they head to Paris to track down a stolen couture handbag.,5.3,2020,Comedies,Short Length,,,,,,,,,
s2682,Movie,Stunt School,Ali Yorgancıoğlu,"Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",Turkey,4/16/2020,2019,TV-G,95,"Children & Family Movies, Comedies, International Movies",An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,4.4,2020,Children & Family Movies,Medium Length,,,,,,,,,
s2683,Movie,For the Broken Hearted,Digo Ricio,"Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas",Philippines,4/15/2020,2018,TV-14,93,"Dramas, International Movies, Romantic Movies","In three interwoven stories, love ends up in limbo as romantic partners navigate bliss, loss, failures and feelings while trying to make happiness last.",6.7,2020,Dramas,Medium Length,,,,,,,,,
s2686,Movie,World Famous Lover,Kranthi Madhav,"Vijay Deverakonda, Raashi Khanna, Aishwarya Rajesh, Catherine Tresa, Izabelle Leite",India,4/15/2020,2020,TV-MA,147,"Dramas, International Movies, Romantic Movies","When his frustrated girlfriend decides to leave him, a struggling writer gets down to work on stories of romance he hopes will win her back.",5,2020,Dramas,Medium Length,,,,,,,,,
s2687,Movie,Chris D'Elia: No Pain,Matt D'Elia,Chris D'Elia,United States,4/14/2020,2020,TV-MA,55,Stand-Up Comedy,Chris D'Elia takes the stage in Minneapolis to offer his thoughts on everything from self-censorship to problematic dolphins to lame mutant powers.,5.9,2020,Stand-Up Comedy,Short Length,,,,,,,,,
s2691,Movie,Code 8,Jeff Chan,"Robbie Amell, Stephen Amell, Sung Kang, Kari Matchett, Greg Bryk, Aaron Abrams, Kyla Kane",Canada,4/11/2020,2019,TV-MA,98,"Action & Adventure, Independent Movies, International Movies","In a city where super-powered people are ostracized, an earnest day laborer considers using his outlawed abilities for money to save his sick mother.",6.1,2020,Action & Adventure,Medium Length,,,,,,,,,
s2693,Movie,LA Originals,,,United States,4/10/2020,2020,TV-MA,92,"Documentaries, International Movies, Music & Musicals","Photographer Estevan Oriol and artist Mister Cartoon turned their Chicano roots into gritty art, impacting street culture, hip hop and beyond.",7.2,2020,Documentaries,Medium Length,,,,,,,,,
s2694,Movie,Love Wedding Repeat,Dean Craig,"Sam Claflin, Olivia Munn, Freida Pinto, Eleanor Tomlinson, Joel Fry, Tim Key, Aisling Bea, Jack Farthing, Allan Mustafa",United Kingdom,4/10/2020,2020,TV-MA,101,"Comedies, International Movies, Romantic Movies","Different versions of the same day unfold as Jack juggles difficult guests, unbridled chaos and potential romance at his sister's wedding.",5.5,2020,Comedies,Medium Length,,,,,,,,,
s2695,Movie,School Life,"Grand Corps Malade, Mehdi Idir","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Ibrahim Dramé, Moussa Mansaly, Moryfère Camara, Alban Ivanov, Gaspard Gévin-Hié, Antoine Reinartz, Mahamadou Sangaré, Redouane Bougheraba, Hocine Mokando, Aboudou Sacko",France,4/10/2020,2019,TV-MA,112,"Comedies, Dramas, International Movies","In one of the poorest areas of Paris, a school counselor devotes herself to working with disadvantaged students, while facing challenges of her own.",6.5,2020,Comedies,Medium Length,,,,,,,,,
s2696,Movie,The Main Event,Jay Karas,"Seth Carr, Tichina Arnold, Adam Pally, Ken Marino, Mike 'The Miz' Mizanin, Momona Tamada, Keith Lee, Babatunde Aiyegbusi, Kofi Kingston",United States,4/10/2020,2020,TV-G,103,"Children & Family Movies, Comedies, Sports Movies","Using special powers from a magical mask, a young WWE fan causes chaos when he enters a wrestling competition and fights an intimidating rival.",4.8,2020,Children & Family Movies,Medium Length,,,,,,,,,
s2698,Movie,Tigertail,Alan Yang,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",United States,4/10/2020,2020,PG,91,Dramas,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,6.6,2020,Dramas,Medium Length,,,,,,,,,
s2701,Movie,Born Beautiful,Perci Intalan,"Martin del Rosario, Lou Veloso, Chai Fonacier, Kiko Matos, Akihiro Blanco, Paolo Ballesteros",Philippines,4/8/2020,2019,TV-MA,96,"Comedies, Dramas, International Movies","After her best friend dies, Barbs attempts to rediscover herself until love leaves her true identity — and heart — in question.",5.5,2020,Comedies,Medium Length,,,,,,,,,
