Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,AvgVTAT,AvgCTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Reason for cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
5/15/2025,14:27,BKG112935,Success,CUST16379,Auto,Kudlu Gate,HSR Sector 1,8,14,0,,0,,0,,668.17,4.45,4.8,4.9,Debit Card
5/21/2025,5:54,BKG112936,Success,CUST11677,Auto,Kalena Agrahara,Marathahalli,6,5,0,,0,,0,,289.64,24.16,3.3,4.5,Cash
5/28/2025,13:01,BKG112937,Success,CUST12047,Mini,Jayanagar,KR Puram,8,5,0,,0,,0,,328.88,13.74,3.4,4.3,Net Banking
5/13/2025,0:01,BKG112938,Cancelled by Customer,CUST14200,eBike,Electronic City,Kalena Agrahara,,,1,Wrong Address,0,,0,,,,,,
5/10/2025,17:01,BKG112939,Success,CUST16634,Prime SUV,RT Nagar,MG Road,3,12,0,,0,,0,,225.54,22.84,3.3,3.5,Net Banking
5/1/2025,6:37,BKG112940,Success,CUST18360,Prime SUV,Hebbal,Yeshwanthpur,9,11,0,,0,,0,,339.92,11.26,4.3,4.7,Debit Card
5/2/2025,10:30,BKG112941,Cancelled by Customer,CUST11533,Prime Plus,Devanahalli,Horamavu,,,1,AC is not working,0,,0,,,,,,
5/13/2025,12:50,BKG112942,Success,CUST10489,Prime Sedan,Yeshwanthpur,Domlur,6,15,0,,0,,0,,768.4,23.25,4.7,4.3,Credit Card
5/13/2025,9:35,BKG112943,Success,CUST13704,Mini,Mahadevpura,Shivajinagar,4,12,0,,0,,0,,307.48,16.61,3.5,4.5,UPI
5/14/2025,3:01,BKG112944,Cancelled by Driver,CUST18304,Mini,HSR Sector 1,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,,
5/1/2025,6:27,BKG112945,Success,CUST16035,Auto,Brookefield,Hebbal,8,15,0,,0,,0,,317.93,4.26,4.5,3.3,Net Banking
5/2/2025,4:21,BKG112946,Success,CUST17617,Bike,Hebbal,Nagarbhavi,10,6,0,,0,,0,,430.11,14.34,3.6,4.1,Debit Card
5/26/2025,10:44,BKG112947,Success,CUST16417,Bike,Hoodi,Yelahanka,9,12,0,,0,,0,,229.36,13.17,3.3,4.8,UPI
5/19/2025,23:38,BKG112948,Success,CUST12777,Auto,Arekere,Sarjapur Road,2,7,0,,0,,0,,521,15.35,3.7,4.3,Net Banking
5/7/2025,7:52,BKG112949,Cancelled by Driver,CUST10792,Prime Plus,Hebbal,Malleshwaram,,,0,,1,The customer was coughing/sick,0,,,,,,
5/5/2025,6:03,BKG112950,Success,CUST18045,Prime Plus,Vijayanagar,BTM Layout,4,6,0,,0,,0,,140.06,11.54,3.5,4.7,Wallet
5/12/2025,9:57,BKG112951,Incomplete,CUST10510,eBike,HSR Layout,Yelahanka,,,0,,0,,1,Customer Demand,,,,,
5/28/2025,17:14,BKG112952,Success,CUST12331,eBike,Kalyan Nagar,Basavanagudi,8,11,0,,0,,0,,99.65,7.4,4.8,3.1,Credit Card
5/16/2025,0:20,BKG112953,Success,CUST16973,Mini,Hulimavu,HSR Sector 2,10,12,0,,0,,0,,388.89,11.71,4.7,3.5,Cash
5/19/2025,20:52,BKG112954,Success,CUST11256,Auto,Nagarbhavi,RT Nagar,6,15,0,,0,,0,,437.07,6.45,4.5,3.3,Cash
5/29/2025,7:36,BKG112955,Success,CUST19606,Bike,Banashankari,Domlur,10,5,0,,0,,0,,478.17,15.51,3.3,3.4,Cash
5/24/2025,10:42,BKG112956,Success,CUST16596,Prime Plus,Hoodi,Koramangala,7,7,0,,0,,0,,678.85,16.16,4.3,3.8,UPI
5/23/2025,16:21,BKG112957,Success,CUST14886,eBike,Hebbal,HSR Layout,5,12,0,,0,,0,,395.86,14.07,4.1,4.8,Net Banking
5/11/2025,18:35,BKG112958,Success,CUST19760,Prime Plus,Mahadevpura,Shivajinagar,8,10,0,,0,,0,,601.65,6.6,4.8,3.3,Net Banking
5/15/2025,3:59,BKG112959,Success,CUST11996,Mini,HSR Layout,Jayanagar,6,12,0,,0,,0,,81.15,23.3,4.5,3.8,Wallet
5/20/2025,12:53,BKG112960,Incomplete,CUST18535,eBike,Marathahalli,Magadi Road,,,0,,0,,1,Vehicle Breakdown,,,,,
5/17/2025,11:46,BKG112961,Success,CUST19563,Bike,Yelahanka,HSR Sector 1,6,6,0,,0,,0,,520.79,3.55,3.6,3.8,Credit Card
5/5/2025,19:14,BKG112962,Success,CUST16823,Prime SUV,Electronic City,Kalyan Nagar,9,10,0,,0,,0,,175.46,16.2,4.2,3.2,Wallet
5/15/2025,21:08,BKG112963,Success,CUST10082,Auto,Shivajinagar,Ulsoor,7,11,0,,0,,0,,287.78,2.7,3.2,3.9,Debit Card
5/26/2025,10:04,BKG112964,Success,CUST14429,Mini,Frazer Town,HSR Sector 2,10,12,0,,0,,0,,437.58,17.96,5,4.8,Credit Card
5/24/2025,19:49,BKG112965,Success,CUST14226,Mini,Yeshwanthpur,Domlur,3,6,0,,0,,0,,657.35,19.51,4.2,4,Net Banking
5/6/2025,2:34,BKG112966,Success,CUST17970,Prime Plus,Yelahanka,HSR Sector 6,7,6,0,,0,,0,,86.34,4.9,3.7,4.7,Net Banking
5/31/2025,16:31,BKG112967,Cancelled by Customer,CUST12284,Auto,Kudlu Gate,Frazer Town,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/8/2025,18:48,BKG112968,Cancelled by Customer,CUST14811,Bike,HSR Sector 5,Kudlu Gate,,,1,Change of plans,0,,0,,,,,,
5/7/2025,15:04,BKG112969,Success,CUST19056,Prime Plus,Koramangala,HSR Sector 7,8,5,0,,0,,0,,302.66,11.15,4,4.3,UPI
5/24/2025,19:07,BKG112970,Incomplete,CUST13470,Auto,Kudlu Gate,HSR Layout,,,0,,0,,1,Vehicle Breakdown,,,,,
5/6/2025,7:31,BKG112971,Cancelled by Driver,CUST10889,Auto,JP Nagar,Kammanahalli,,,0,,1,Personal & Car related issues,0,,,,,,
5/24/2025,18:58,BKG112972,Success,CUST18563,Mini,HSR Sector 4,Basavanagudi,6,10,0,,0,,0,,783.76,3.18,3.1,4.8,Net Banking
5/16/2025,19:07,BKG112973,Success,CUST15627,Mini,Kudlu Gate,Hebbal,7,7,0,,0,,0,,173.36,18.89,3.3,4.4,Credit Card
5/14/2025,9:18,BKG112974,Cancelled by Customer,CUST11077,Prime SUV,Yeshwanthpur,Basavanagudi,,,1,AC is not working,0,,0,,,,,,
5/28/2025,23:44,BKG112975,Success,CUST17777,eBike,Indiranagar,HSR Sector 5,9,7,0,,0,,0,,107.34,2.48,3.3,4,Net Banking
5/31/2025,22:48,BKG112976,Incomplete,CUST16886,Prime Plus,Vijayanagar,Hoodi,,,0,,0,,1,Customer Demand,,,,,
5/31/2025,6:10,BKG112977,Success,CUST16274,eBike,HSR Layout,Yeshwanthpur,3,9,0,,0,,0,,279.62,11.66,4.2,3.9,Credit Card
5/17/2025,16:40,BKG112978,Success,CUST10040,Mini,Yeshwanthpur,HSR Layout,7,10,0,,0,,0,,252.61,17.32,5,4.3,Cash
5/10/2025,23:27,BKG112979,Success,CUST16094,Bike,Whitefield,Malleshwaram,4,14,0,,0,,0,,356.23,15.08,4.1,3.3,Net Banking
5/2/2025,3:40,BKG112980,Success,CUST19664,Prime SUV,Rajajinagar,Marathahalli,3,15,0,,0,,0,,681.43,9.21,3,4.4,Debit Card
5/21/2025,20:52,BKG112981,Incomplete,CUST12170,Bike,BTM Layout,Arekere,,,0,,0,,1,Customer Demand,,,,,
5/4/2025,21:43,BKG112982,Success,CUST19798,Prime Plus,Banashankari,Malleshwaram,7,11,0,,0,,0,,76.88,8.53,4.6,3.1,Wallet
5/10/2025,11:31,BKG112983,Cancelled by Driver,CUST13819,Auto,Kalyan Nagar,MG Road,,,0,,1,More than permitted people in there,0,,,,,,
5/8/2025,5:42,BKG112984,Incomplete,CUST17034,Prime Sedan,Ulsoor,Nagarbhavi,,,0,,0,,1,Vehicle Breakdown,,,,,
5/24/2025,21:50,BKG112985,Success,CUST15055,Auto,Kudlu Gate,Mahadevpura,5,15,0,,0,,0,,612.43,22.74,4.7,4.7,Net Banking
5/19/2025,4:10,BKG112986,Success,CUST16634,Prime Sedan,Basavanagudi,Nagarbhavi,10,11,0,,0,,0,,569.16,3.69,4.9,4.7,Cash
5/30/2025,4:29,BKG112987,Success,CUST10155,Prime Plus,KR Puram,Kudlu Gate,9,12,0,,0,,0,,395.4,6.53,3.2,3,UPI
5/12/2025,12:43,BKG112988,Cancelled by Customer,CUST11844,Mini,Magadi Road,Kalena Agrahara,,,1,AC is not working,0,,0,,,,,,
5/21/2025,18:05,BKG112989,Success,CUST16345,Prime SUV,KR Puram,Whitefield,10,15,0,,0,,0,,227.03,18.06,3.8,3.6,Debit Card
5/26/2025,9:55,BKG112990,Success,CUST12945,eBike,Brookefield,RT Nagar,8,8,0,,0,,0,,114.13,13.55,4.9,3.2,Credit Card
5/9/2025,10:44,BKG112991,Success,CUST13706,Prime SUV,HSR Sector 3,Electronic City,7,14,0,,0,,0,,488.46,21.81,4,4.9,UPI
5/29/2025,1:49,BKG112992,Success,CUST14589,Mini,RT Nagar,Jayanagar,2,10,0,,0,,0,,121.36,6.99,3.4,3.7,Credit Card
5/23/2025,21:56,BKG112993,Cancelled by Driver,CUST10816,Prime Sedan,HSR Sector 2,Malleshwaram,,,0,,1,The customer was coughing/sick,0,,,,,,
5/7/2025,19:45,BKG112994,Success,CUST16262,Prime SUV,Koramangala,Hoodi,8,13,0,,0,,0,,663.61,4.2,4.6,4.3,Wallet
5/3/2025,9:44,BKG112995,Success,CUST16849,Prime Plus,Ulsoor,Kudlu Gate,3,8,0,,0,,0,,195.87,16.24,3.9,3.2,Net Banking
5/7/2025,15:33,BKG112996,Cancelled by Customer,CUST10293,Bike,Horamavu,HSR Sector 4,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/31/2025,0:36,BKG112997,Cancelled by Driver,CUST12677,eBike,HSR Sector 7,HSR Sector 4,,,0,,1,Personal & Car related issues,0,,,,,,
5/22/2025,19:15,BKG112998,Success,CUST19352,Auto,Malleshwaram,Kammanahalli,4,11,0,,0,,0,,485.28,7.69,3.9,3.5,Wallet
5/18/2025,2:41,BKG112999,Success,CUST17347,Auto,Sarjapur Road,HSR Sector 1,6,5,0,,0,,0,,655.13,22.28,4.1,4.7,Net Banking
5/14/2025,14:02,BKG113000,Cancelled by Customer,CUST15319,Prime Sedan,Whitefield,Kalyan Nagar,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/26/2025,11:07,BKG113001,Success,CUST12939,Prime Sedan,Hebbal,Electronic City,2,8,0,,0,,0,,137.64,18.91,3.6,4.2,Cash
5/30/2025,2:24,BKG113002,Success,CUST12613,Auto,Basavanagudi,Brookefield,4,15,0,,0,,0,,583.53,11.87,4.3,4.9,Wallet
5/23/2025,9:59,BKG113003,Success,CUST19491,Auto,Marathahalli,HSR Sector 6,5,15,0,,0,,0,,599.65,4.55,4.8,4,Cash
5/31/2025,8:40,BKG113004,Success,CUST10288,Mini,Kalena Agrahara,Brookefield,10,10,0,,0,,0,,196.04,24.64,4.4,4.4,Wallet
5/8/2025,19:17,BKG113005,Success,CUST11303,Prime Sedan,Kalena Agrahara,Peenya,4,9,0,,0,,0,,285.73,15.39,3.5,3.8,Net Banking
5/4/2025,18:46,BKG113006,Success,CUST10456,eBike,HSR Sector 2,Bannerghatta Road,5,12,0,,0,,0,,250.37,7.13,4.4,4,Net Banking
5/18/2025,17:00,BKG113007,Success,CUST11714,Mini,BTM Layout,Jayanagar,3,9,0,,0,,0,,600.2,11.04,3.7,3.7,UPI
5/11/2025,15:56,BKG113008,Success,CUST16671,eBike,Ulsoor,Sarjapur Road,7,6,0,,0,,0,,351.6,16.12,4.8,4.4,Cash
5/1/2025,4:12,BKG113009,Success,CUST16821,Prime Sedan,Hoodi,Yeshwanthpur,3,10,0,,0,,0,,774.1,19.37,3.4,4.3,Net Banking
5/17/2025,6:25,BKG113010,Cancelled by Driver,CUST18397,Prime SUV,KR Puram,HSR Sector 2,,,0,,1,More than permitted people in there,0,,,,,,
5/5/2025,10:38,BKG113011,Success,CUST18398,Mini,Shivajinagar,Peenya,4,6,0,,0,,0,,772.19,23.31,4.8,4.9,UPI
5/21/2025,3:38,BKG113012,Success,CUST14032,Auto,HSR Sector 1,Frazer Town,6,8,0,,0,,0,,95.15,3.42,3.5,4.8,UPI
5/6/2025,10:37,BKG113013,Success,CUST10869,Prime Sedan,Banashankari,Yeshwanthpur,7,14,0,,0,,0,,651.28,10.28,4.3,3.2,UPI
5/30/2025,22:33,BKG113014,Cancelled by Driver,CUST10772,Prime SUV,Frazer Town,Malleshwaram,,,0,,1,The customer was coughing/sick,0,,,,,,
5/20/2025,13:11,BKG113015,Success,CUST15549,Bike,HSR Sector 3,HSR Sector 4,3,15,0,,0,,0,,359.69,8.05,3.4,4.3,Credit Card
5/14/2025,22:57,BKG113016,Success,CUST19035,Prime Plus,MG Road,Bellandur,8,8,0,,0,,0,,639.63,11.99,3.5,4.1,Credit Card
5/24/2025,13:37,BKG113017,Success,CUST12776,Auto,Kalyan Nagar,Malleshwaram,4,12,0,,0,,0,,744.47,20.69,3.3,3.9,Debit Card
5/23/2025,9:35,BKG113018,Success,CUST19851,Auto,BTM Layout,Hebbal,4,5,0,,0,,0,,685.53,8.73,4.7,3.4,Cash
5/19/2025,12:27,BKG113019,Cancelled by Customer,CUST14000,eBike,Hoodi,Bannerghatta Road,,,1,Driver asked to cancel,0,,0,,,,,,
5/13/2025,5:20,BKG113020,Cancelled by Customer,CUST12123,eBike,RT Nagar,Kalena Agrahara,,,1,AC is not working,0,,0,,,,,,
5/10/2025,12:33,BKG113021,Success,CUST12750,eBike,Yeshwanthpur,HSR Sector 2,3,15,0,,0,,0,,67.35,16.19,4.9,3.9,Debit Card
5/13/2025,14:46,BKG113022,Cancelled by Driver,CUST13856,eBike,BTM Layout,Marathahalli,,,0,,1,The customer was coughing/sick,0,,,,,,
5/23/2025,22:43,BKG113023,Cancelled by Customer,CUST17114,Bike,Basavanagudi,Yeshwanthpur,,,1,AC is not working,0,,0,,,,,,
5/9/2025,15:02,BKG113024,Cancelled by Driver,CUST19570,Bike,Yeshwanthpur,BTM Layout,,,0,,1,The customer was coughing/sick,0,,,,,,
5/5/2025,14:21,BKG113025,Success,CUST19206,Prime Plus,HSR Layout,Hulimavu,5,6,0,,0,,0,,682.53,13.42,3.3,4.1,Net Banking
5/29/2025,15:53,BKG113026,Cancelled by Customer,CUST10239,Prime SUV,Bannerghatta Road,Kudlu Gate,,,1,Change of plans,0,,0,,,,,,
5/30/2025,13:11,BKG113027,Success,CUST16977,Auto,RT Nagar,Sarjapur Road,4,12,0,,0,,0,,405.65,20.82,3.5,3.4,UPI
5/8/2025,14:04,BKG113028,Success,CUST10953,Mini,JP Nagar,Kammanahalli,8,8,0,,0,,0,,157.82,9.22,4.1,3.7,Debit Card
5/17/2025,6:25,BKG113029,Cancelled by Driver,CUST12025,Prime Plus,KR Puram,Peenya,,,0,,1,Customer related issue,0,,,,,,
5/17/2025,13:58,BKG113030,Cancelled by Customer,CUST17556,Prime Sedan,Frazer Town,HSR Sector 7,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/23/2025,12:33,BKG113031,Success,CUST12065,eBike,Bommanahalli,Malleshwaram,6,8,0,,0,,0,,159.35,17.97,4.9,3.5,UPI
5/12/2025,16:50,BKG113032,Incomplete,CUST19200,Prime Sedan,RT Nagar,Devanahalli,,,0,,0,,1,Other Issue,,,,,
5/12/2025,16:27,BKG113033,Cancelled by Driver,CUST17378,Prime Sedan,HSR Layout,Vijayanagar,,,0,,1,Customer related issue,0,,,,,,
5/7/2025,13:29,BKG113034,Success,CUST14353,Bike,Whitefield,Basavanagudi,5,14,0,,0,,0,,114.2,20.19,3.5,3.9,Cash
5/5/2025,14:21,BKG113035,Success,CUST12359,Prime Sedan,HSR Sector 7,Basavanagudi,5,10,0,,0,,0,,93.23,21.18,4.7,4.7,Credit Card
5/4/2025,13:04,BKG113036,Success,CUST18723,Prime SUV,HSR Sector 3,Basavanagudi,6,11,0,,0,,0,,157.85,4.47,3.2,4.7,Debit Card
5/27/2025,22:47,BKG113037,Success,CUST16900,Bike,Koramangala,Magadi Road,4,7,0,,0,,0,,460.2,22.22,3.3,4,Debit Card
5/19/2025,9:21,BKG113038,Cancelled by Driver,CUST10976,Prime Plus,Nagarbhavi,Bommanahalli,,,0,,1,The customer was coughing/sick,0,,,,,,
5/3/2025,4:49,BKG113039,Incomplete,CUST12224,Prime Plus,Yelahanka,Koramangala,,,0,,0,,1,Customer Demand,,,,,
5/9/2025,18:03,BKG113040,Success,CUST13003,Auto,Vijayanagar,Kalyan Nagar,8,5,0,,0,,0,,108.48,8.89,3.9,4.6,Cash
5/2/2025,13:44,BKG113041,Success,CUST12289,Auto,HSR Sector 3,KR Puram,2,13,0,,0,,0,,416.89,2.7,4.5,3.9,Debit Card
5/14/2025,7:51,BKG113042,Success,CUST12296,Mini,Mahadevpura,KR Puram,5,5,0,,0,,0,,626.8,20.47,4.1,3.1,Net Banking
5/1/2025,15:37,BKG113043,Incomplete,CUST15894,Prime Sedan,RT Nagar,HSR Sector 3,,,0,,0,,1,Vehicle Breakdown,,,,,
5/18/2025,13:40,BKG113044,Success,CUST17542,eBike,Indiranagar,Hebbal,9,10,0,,0,,0,,646.11,3.37,3.7,4.1,UPI
5/18/2025,12:42,BKG113045,Success,CUST15122,Mini,Yeshwanthpur,Brookefield,8,10,0,,0,,0,,361.76,21.39,3.3,3.1,UPI
5/13/2025,21:27,BKG113046,Success,CUST16080,eBike,HSR Sector 4,MG Road,5,9,0,,0,,0,,487.37,16.88,4.1,3.4,Credit Card
5/16/2025,12:00,BKG113047,Cancelled by Customer,CUST18924,Auto,Bommanahalli,RT Nagar,,,1,Driver asked to cancel,0,,0,,,,,,
5/21/2025,13:58,BKG113048,Success,CUST17127,Bike,HSR Sector 1,Electronic City,3,9,0,,0,,0,,654.46,3.12,3.4,3.5,Credit Card
5/10/2025,19:01,BKG113049,Cancelled by Driver,CUST18178,Mini,HSR Sector 3,Arekere,,,0,,1,The customer was coughing/sick,0,,,,,,
5/18/2025,9:22,BKG113050,Success,CUST18401,Prime SUV,Banashankari,Shivajinagar,9,7,0,,0,,0,,327.19,17.83,3.4,4.3,Cash
5/6/2025,15:12,BKG113051,Success,CUST17123,Auto,Basavanagudi,Kalena Agrahara,4,5,0,,0,,0,,161.49,2.47,4.5,3.6,Cash
5/27/2025,16:43,BKG113052,Cancelled by Driver,CUST18724,Bike,Vijayanagar,Kalena Agrahara,,,0,,1,The customer was coughing/sick,0,,,,,,
5/7/2025,2:35,BKG113053,Cancelled by Customer,CUST12481,Mini,Mahadevpura,HSR Layout,,,1,Change of plans,0,,0,,,,,,
5/7/2025,4:23,BKG113054,Success,CUST19860,Prime SUV,MG Road,Mahadevpura,10,15,0,,0,,0,,297.13,12.88,4,4,Wallet
5/24/2025,13:42,BKG113055,Incomplete,CUST17611,eBike,Indiranagar,Kammanahalli,,,0,,0,,1,Other Issue,,,,,
5/6/2025,3:02,BKG113056,Cancelled by Customer,CUST15499,eBike,Domlur,HSR Sector 1,,,1,Driver asked to cancel,0,,0,,,,,,
5/25/2025,20:14,BKG113057,Cancelled by Customer,CUST17914,Mini,HSR Sector 6,Brookefield,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/24/2025,9:35,BKG113058,Success,CUST13190,Prime Plus,HSR Sector 4,Kalena Agrahara,8,10,0,,0,,0,,336.87,21.92,3.9,4.5,Net Banking
5/11/2025,0:28,BKG113059,Success,CUST13320,Bike,Bommanahalli,MG Road,5,12,0,,0,,0,,591.54,11.04,4.5,3.6,Credit Card
5/6/2025,14:20,BKG113060,Success,CUST14674,Prime SUV,RT Nagar,KR Puram,2,8,0,,0,,0,,443,8.73,4,3,UPI
5/13/2025,15:19,BKG113061,Cancelled by Customer,CUST15186,Prime Sedan,HSR Layout,RT Nagar,,,1,Wrong Address,0,,0,,,,,,
5/30/2025,9:44,BKG113062,Success,CUST12888,eBike,Peenya,Koramangala,10,7,0,,0,,0,,474.47,15.26,3.4,4,Debit Card
5/30/2025,14:01,BKG113063,Success,CUST16286,Prime Sedan,Kammanahalli,Kammanahalli,5,8,0,,0,,0,,532.01,17.55,3.8,3.6,Net Banking
5/8/2025,16:07,BKG113064,Success,CUST16479,Auto,HSR Sector 7,Arekere,9,5,0,,0,,0,,767.78,5.49,4.5,4.1,Debit Card
5/8/2025,15:13,BKG113065,Cancelled by Customer,CUST14194,Prime SUV,Bommanahalli,Mahadevpura,,,1,Change of plans,0,,0,,,,,,
5/13/2025,2:27,BKG113066,Cancelled by Customer,CUST18795,Auto,JP Nagar,Kammanahalli,,,1,Driver asked to cancel,0,,0,,,,,,
5/31/2025,0:42,BKG113067,Cancelled by Driver,CUST11275,Prime SUV,KR Puram,Bommanahalli,,,0,,1,The customer was coughing/sick,0,,,,,,
5/29/2025,23:05,BKG113068,Cancelled by Customer,CUST12819,Auto,HSR Sector 7,Shivajinagar,,,1,Driver asked to cancel,0,,0,,,,,,
5/23/2025,19:35,BKG113069,Success,CUST14415,Prime Plus,Nagarbhavi,Kalena Agrahara,4,15,0,,0,,0,,679.57,5.97,3.6,4.6,Wallet
5/12/2025,1:10,BKG113070,Cancelled by Customer,CUST11048,Prime Plus,Kalena Agrahara,HSR Sector 2,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/13/2025,4:14,BKG113071,Success,CUST12289,eBike,KR Puram,BTM Layout,6,11,0,,0,,0,,318.67,16.39,4.9,4,Wallet
5/29/2025,1:23,BKG113072,Success,CUST12648,Bike,Magadi Road,Kalyan Nagar,6,7,0,,0,,0,,204.39,6.82,3.7,4.4,Wallet
5/24/2025,7:32,BKG113073,Success,CUST14689,Prime Sedan,Nagarbhavi,Basavanagudi,10,14,0,,0,,0,,178.44,11.82,4,5,Credit Card
5/3/2025,17:49,BKG113074,Success,CUST17601,Bike,HSR Sector 6,Brookefield,4,11,0,,0,,0,,517.03,3.5,3.9,3.6,Debit Card
5/29/2025,12:54,BKG113075,Cancelled by Customer,CUST11202,Auto,Kudlu Gate,HSR Sector 5,,,1,Change of plans,0,,0,,,,,,
5/13/2025,14:44,BKG113076,Incomplete,CUST14460,Prime SUV,Bommanahalli,Bommanahalli,,,0,,0,,1,Customer Demand,,,,,
5/24/2025,18:47,BKG113077,Success,CUST15651,Prime Plus,HSR Sector 3,Brookefield,10,9,0,,0,,0,,439.52,16.86,4,3.2,Debit Card
5/12/2025,19:07,BKG113078,Cancelled by Driver,CUST19505,eBike,Electronic City,Koramangala,,,0,,1,Personal & Car related issues,0,,,,,,
5/19/2025,14:35,BKG113079,Cancelled by Customer,CUST16261,Mini,HSR Sector 5,Indiranagar,,,1,AC is not working,0,,0,,,,,,
5/3/2025,2:54,BKG113080,Incomplete,CUST19748,Mini,Hebbal,Kalena Agrahara,,,0,,0,,1,Other Issue,,,,,
5/10/2025,1:37,BKG113081,Success,CUST18064,Mini,Brookefield,Nagarbhavi,8,6,0,,0,,0,,136.81,8.98,4.9,4,Wallet
5/29/2025,18:37,BKG113082,Success,CUST14009,Prime Sedan,MG Road,Jayanagar,3,9,0,,0,,0,,449.53,7.45,3.5,4.3,UPI
5/11/2025,10:39,BKG113083,Success,CUST15209,Mini,Sarjapur Road,Kalyan Nagar,2,9,0,,0,,0,,59,16.04,5,3.4,UPI
5/25/2025,2:50,BKG113084,Cancelled by Driver,CUST16062,Bike,Kalena Agrahara,Kudlu Gate,,,0,,1,The customer was coughing/sick,0,,,,,,
5/4/2025,13:01,BKG113085,Cancelled by Driver,CUST17130,Bike,Koramangala,HSR Sector 4,,,0,,1,More than permitted people in there,0,,,,,,
5/18/2025,15:00,BKG113086,Cancelled by Customer,CUST11049,Bike,Bellandur,Hulimavu,,,1,Change of plans,0,,0,,,,,,
5/2/2025,23:07,BKG113087,Success,CUST14623,Prime SUV,BTM Layout,Peenya,5,6,0,,0,,0,,754.28,5.73,4.4,4.9,Cash
5/17/2025,10:01,BKG113088,Cancelled by Driver,CUST16124,Prime SUV,Hulimavu,Devanahalli,,,0,,1,The customer was coughing/sick,0,,,,,,
5/29/2025,6:35,BKG113089,Success,CUST16795,Bike,Bommanahalli,HSR Sector 5,10,8,0,,0,,0,,726.15,24.05,3.6,3.5,Cash
5/21/2025,9:37,BKG113090,Cancelled by Customer,CUST16561,Bike,Kalena Agrahara,Yelahanka,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
5/15/2025,20:57,BKG113091,Cancelled by Driver,CUST16786,eBike,JP Nagar,Basavanagudi,,,0,,1,More than permitted people in there,0,,,,,,
5/10/2025,20:59,BKG113092,Cancelled by Customer,CUST11228,Prime Plus,Kalena Agrahara,HSR Sector 2,,,1,AC is not working,0,,0,,,,,,
5/22/2025,0:40,BKG113093,Cancelled by Driver,CUST12842,eBike,Kudlu Gate,HSR Sector 3,,,0,,1,The customer was coughing/sick,0,,,,,,
5/24/2025,6:20,BKG113094,Success,CUST18203,Auto,Frazer Town,Magadi Road,4,9,0,,0,,0,,294.54,2.11,4.2,4.9,Wallet
5/11/2025,17:23,BKG113095,Cancelled by Driver,CUST19601,Bike,Mahadevpura,Jayanagar,,,0,,1,Personal & Car related issues,0,,,,,,
5/7/2025,20:34,BKG113096,Cancelled by Driver,CUST16714,Prime Plus,Kammanahalli,Kammanahalli,,,0,,1,Customer related issue,0,,,,,,
5/30/2025,18:53,BKG113097,Success,CUST18692,Prime SUV,Bommanahalli,Hoodi,9,9,0,,0,,0,,182.9,7.48,4.3,4.7,Debit Card
5/24/2025,20:12,BKG113098,Cancelled by Customer,CUST12847,Prime SUV,Hulimavu,HSR Sector 1,,,1,Wrong Address,0,,0,,,,,,
5/6/2025,14:15,BKG113099,Success,CUST10207,Prime SUV,RT Nagar,Hulimavu,7,7,0,,0,,0,,765.84,9.3,4.1,3.1,Credit Card
5/11/2025,2:10,BKG113100,Success,CUST15442,Auto,JP Nagar,HSR Sector 7,9,13,0,,0,,0,,733.19,4.34,3,3.4,Net Banking
5/24/2025,7:03,BKG113101,Cancelled by Driver,CUST18245,Mini,Domlur,Brookefield,,,0,,1,More than permitted people in there,0,,,,,,
5/13/2025,18:44,BKG113102,Cancelled by Driver,CUST19329,Prime Sedan,HSR Sector 2,Koramangala,,,0,,1,Customer related issue,0,,,,,,
5/6/2025,0:14,BKG113103,Cancelled by Driver,CUST12367,Auto,Peenya,Kalyan Nagar,,,0,,1,More than permitted people in there,0,,,,,,
5/29/2025,0:51,BKG113104,Success,CUST16281,eBike,Horamavu,Frazer Town,7,8,0,,0,,0,,392.39,17.11,4.5,3.6,UPI
5/7/2025,15:57,BKG113105,Success,CUST12986,eBike,Horamavu,HSR Sector 4,7,10,0,,0,,0,,222.76,19.91,3.6,3.9,Net Banking
5/4/2025,15:08,BKG113106,Success,CUST12506,Prime Sedan,Shivajinagar,Nagarbhavi,7,12,0,,0,,0,,77.21,14.69,4.1,4.4,UPI
5/11/2025,19:21,BKG113107,Success,CUST19929,Prime Plus,HSR Sector 1,MG Road,7,6,0,,0,,0,,773.54,10.68,4.4,4.8,Wallet
5/24/2025,20:24,BKG113108,Cancelled by Customer,CUST11248,Bike,Frazer Town,Koramangala,,,1,Wrong Address,0,,0,,,,,,
5/20/2025,1:01,BKG113109,Cancelled by Customer,CUST13959,eBike,Banashankari,Domlur,,,1,Change of plans,0,,0,,,,,,
